time,AGU,BCN,BCS,CAM,CHH,CHP,CMX,COA,COL,DUR,GRO,GUA,HID,JAL,MEX,MIC,MOR,NAY,NLE,OAX,PUE,QUE,ROO,SIN,SLP,SON,TAB,TAM,TLA,VER,YUC,ZAC
2014-01-01,11.819047619047618,16.57857142857143,18.965217391304346,22.5875,11.553846153846154,22.346153846153847,14.1625,11.637931034482758,24.914285714285715,11.295,24.205714285714286,14.058181818181819,13.784210526315789,16.59642857142857,11.136363636363637,16.45714285714286,19.123076923076923,22.45714285714286,12.393333333333334,20.194285714285712,14.021153846153847,14.227272727272727,23.211111111111112,21.073170731707318,15.529999999999998,16.362000000000002,21.895833333333332,14.665000000000001,10.344444444444443,17.694666666666667,21.896666666666665,11.49
2014-02-01,15.37,16.6,19.943478260869565,25.775,14.823076923076924,24.925,17.1625,15.916666666666666,25.4,15.319512195121952,25.436111111111114,17.53272727272727,17.76842105263158,19.125,13.773684210526316,18.345454545454547,22.156756756756756,23.644444444444446,15.986666666666668,23.02285714285714,17.332075471698115,18.11818181818182,25.633333333333333,21.63170731707317,19.369565217391305,17.944000000000003,25.34,18.013333333333335,13.411111111111111,20.533766233766233,24.533333333333335,15.206
2014-03-01,16.833333333333332,18.357142857142858,21.278260869565216,27.6,15.88421052631579,26.615,18.6875,17.986666666666668,25.426666666666666,16.576190476190476,26.716666666666665,19.185454545454547,19.46315789473684,20.400000000000002,15.57948717948718,19.575,24.07948717948718,24.655555555555555,17.986666666666668,24.67837837837838,18.63076923076923,19.954545454545453,26.799999999999997,22.9525,21.204347826086956,19.685714285714287,27.015384615384615,19.844444444444445,15.422222222222224,21.907692307692308,26.5,16.442
2014-04-01,19.38095238095238,19.5,23.03333333333333,29.18125,19.238461538461536,27.63953488372093,19.5,23.272413793103446,26.64,19.183333333333334,28.215625,21.187272727272727,21.57894736842105,23.019354838709678,16.75,22.03684210526316,25.33846153846154,26.844444444444445,22.95483870967742,26.022222222222222,20.50185185185185,20.666666666666668,27.933333333333334,25.039473684210527,24.595454545454547,22.259183673469387,28.22307692307692,24.78478260869565,16.72222222222222,24.21153846153846,28.103333333333335,19.04
2014-05-01,20.514285714285716,23.34166666666667,25.622727272727275,28.49375,21.675,26.95813953488372,18.525,24.44333333333333,28.433333333333334,21.065116279069766,27.78125,21.44909090909091,20.778947368421054,24.033333333333335,16.345945945945946,22.354545454545455,24.423076923076923,29.488888888888887,24.003225806451614,25.16470588235294,19.812962962962963,21.418181818181818,28.700000000000003,27.94736842105263,24.795454545454547,25.68541666666667,27.746153846153845,25.767391304347825,16.58888888888889,23.97848101265823,27.913333333333334,20.646
2014-06-01,21.02857142857143,25.69090909090909,29.052380952380954,28.53125,27.064999999999998,26.56279069767442,18.65,27.90666666666667,28.533333333333335,24.047727272727272,26.83823529411765,21.989090909090912,21.857894736842105,24.205555555555556,16.8675,21.163636363636364,23.174285714285716,30.122222222222224,27.6,25.32162162162162,19.848148148148148,22.288888888888888,29.255555555555556,31.405,26.745454545454546,31.695744680851064,28.552,28.87608695652174,16.755555555555556,25.119230769230768,27.91,21.676
2014-07-01,19.571428571428573,26.236363636363638,29.686956521739127,29.375,24.932499999999997,26.872093023255815,17.825,27.8,28.44,22.353488372093025,26.870588235294118,20.69056603773585,20.94736842105263,23.01875,15.980555555555554,21.055,22.288235294117644,29.67777777777778,27.741935483870968,25.594444444444445,19.06851851851852,21.036363636363635,29.688888888888886,29.580487804878047,25.786956521739132,30.051020408163264,28.926923076923078,28.915217391304346,15.68888888888889,24.662025316455697,28.544827586206896,19.922
2014-08-01,19.85238095238095,26.808333333333334,29.82608695652174,29.13125,23.762162162162163,26.825581395348838,18.3,28.116666666666667,28.40666666666667,22.090697674418603,26.491666666666664,20.596363636363634,21.61578947368421,23.042424242424243,16.26388888888889,21.12272727272727,22.716216216216218,29.255555555555556,28.516129032258064,25.855555555555554,19.65555555555556,21.418181818181818,29.422222222222224,29.26410256410256,26.882608695652173,28.97872340425532,29.25,30.26304347826087,16.055555555555557,25.34125,28.74137931034483,20.365306122448978
2014-09-01,19.275,28.23846153846154,28.90625,28.36875,22.892307692307693,25.876190476190477,18.342857142857145,24.917241379310347,27.10666666666667,21.3,25.802777777777777,20.435185185185187,20.778947368421054,22.24848484848485,16.31,20.86,22.063888888888886,28.577777777777776,25.141935483870967,24.32857142857143,19.00925925925926,20.87272727272727,28.54444444444444,29.060000000000002,25.35217391304348,28.280434782608697,28.11923076923077,27.343478260869563,16.1,24.271250000000002,27.610714285714288,19.59375
2014-10-01,18.31,23.835714285714285,26.847826086956523,27.43125,20.56923076923077,25.173170731707316,17.0625,22.896551724137932,27.946666666666665,19.527272727272727,25.702777777777776,19.045454545454547,19.342105263157894,21.844444444444445,14.8275,20.22,21.497435897435896,28.67777777777778,23.129032258064516,23.613513513513514,18.12962962962963,19.181818181818183,28.08888888888889,28.453658536585365,23.582608695652173,25.10408163265306,27.015384615384615,25.541304347826088,15.044444444444444,23.2825,26.63,18.233333333333334
2014-11-01,14.276190476190477,19.26923076923077,22.743478260869566,24.2875,13.723076923076924,23.7075,16.25,14.221428571428572,26.259999999999998,13.534883720930232,25.116666666666667,16.604,16.621052631578948,18.87,13.607499999999998,18.614285714285717,20.3,24.525,15.45,21.99722222222222,16.307407407407407,16.681818181818183,24.955555555555556,24.0025,18.208695652173912,18.995744680851065,24.13888888888889,18.128260869565217,13.533333333333333,19.8,23.563333333333333,13.924999999999999
2014-12-01,22.747619047619047,20.946153846153848,26.318181818181817,29.4,20.86578947368421,28.351612903225806,21.7375,20.61111111111111,31.706666666666667,22.621428571428574,30.714285714285715,24.462745098039214,23.410526315789475,26.55483870967742,21.11891891891892,25.663157894736845,26.96206896551724,30.68,21.108695652173914,27.0,23.159259259259258,23.0,29.099999999999998,29.809756097560978,24.430434782608696,24.604166666666668,27.788888888888888,23.491304347826084,20.77777777777778,24.269736842105264,29.243333333333332,22.4
2015-01-01,13.90952380952381,15.923076923076923,19.027272727272727,23.5,10.3375,22.74102564102564,14.6875,11.53793103448276,25.60666666666667,12.644444444444444,24.147222222222222,15.564,14.731578947368419,18.333333333333332,11.876190476190477,17.752380952380953,19.675757575757576,23.357142857142858,12.25,20.66857142857143,14.843137254901961,15.436363636363637,23.6125,20.846341463414635,15.826086956521738,15.64782608695652,22.5,13.85217391304348,11.533333333333333,17.35657894736842,23.26206896551724,13.546
2015-02-01,14.161904761904761,17.366666666666667,20.245454545454546,23.94,13.551282051282051,23.60238095238095,15.775,14.164285714285715,24.113333333333333,13.840909090909092,24.572972972972973,16.1875,16.08421052631579,18.474358974358974,12.902380952380952,17.863636363636363,20.7,23.4,14.446666666666665,21.66,15.721153846153847,16.554545454545455,23.8875,22.356410256410257,17.788,18.504347826086956,23.15,16.840816326530614,12.844444444444443,18.47848101265823,23.403448275862072,13.852941176470589
2015-03-01,15.047619047619047,19.246153846153845,21.630434782608695,26.926666666666666,14.9375,25.662790697674417,16.9875,16.50357142857143,24.846666666666668,14.571739130434782,25.84054054054054,17.345098039215685,17.69473684210526,19.255000000000003,14.339534883720932,19.895,22.54705882352941,23.866666666666667,16.973333333333333,23.083333333333332,17.08301886792453,17.684615384615384,27.1375,22.9175,19.900000000000002,19.7468085106383,25.211111111111112,19.464583333333334,14.444444444444445,20.29746835443038,26.851724137931036,14.803921568627452
2015-04-01,18.823809523809523,18.959999999999997,22.777272727272727,30.092857142857145,17.994871794871795,28.365116279069767,19.6625,22.137931034482758,26.52,18.530434782608694,27.419444444444444,20.814893617021276,21.531578947368423,22.6525,16.680487804878048,22.54,25.678125,26.677777777777777,22.743333333333332,26.52,20.077358490566034,21.384615384615383,28.975,25.117948717948718,25.241666666666664,21.316666666666666,29.63529411764706,25.48936170212766,16.48888888888889,25.141772151898735,29.5,18.774
2015-05-01,20.057142857142857,19.607142857142858,23.619999999999997,30.246666666666666,20.825,27.746511627906976,18.8375,25.306896551724137,28.313333333333333,20.74,27.674999999999997,21.62156862745098,22.110526315789475,24.09,16.747619047619047,23.66,24.56206896551724,28.41111111111111,24.853333333333335,26.348387096774193,19.753846153846155,21.96923076923077,29.3625,26.555555555555557,25.895833333333332,22.97391304347826,29.194117647058825,27.080851063829787,16.58888888888889,25.365000000000002,29.428571428571427,20.794
